trip_id,ride_id,route_id,date,time,hour_of_day,minute,day_of_week,day_of_week_num,is_weekend,day_type,month,quarter,season,is_peak_hour,is_night_trip,origin_stop_id,origin_name,origin_lat,origin_lon,origin_zone,origin_location_type,destination_stop_id,destination_name,destination_lat,destination_lon,destination_zone,destination_location_type,straight_line_km,road_distance_km,road_factor,distance_slab,vehicle_type,has_ac,vehicle_capacity,vehicle_age_years,route_waypoints,standard_fare_inr,premium_fare_inr,base_fare_charged_inr,night_surcharge_applied,peak_surcharge_applied,rain_surcharge_applied,fare_after_surcharge_inr,discount_type,has_discount,discount_pct,traffic_multiplier,effective_speed_kmh,estimated_travel_min,passenger_count,vehicle_occupancy_pct,weather,final_fare_inr
UTR-001195,RIDE-963684,UTR-CTWT-1195,2024-08-26,05:52,5,52,Monday,0,0,weekday,8,3,monsoon,0,1,1,Pune Railway Station,18.528,73.8742,central,transit_hub,12,Aundh,18.559,73.8078,west,residential,7.803,9.811,1.257,9.0-10.5,Sedan,0,4,6,13,217,238.7,217.0,1,0,0,260.5,none,0,0,0.8,24.15,24.4,2,50.0,light_rain,260.5
UTR-001196,RIDE-760914,UTR-NTST-1196,2024-09-11,07:04,7,4,Wednesday,2,0,weekday,9,3,monsoon,1,0,24,Bhosari,18.6434,73.8467,north,industrial,44,Katraj,18.4519,73.87,south,transit_hub,21.435,34.246,1.598,21.0+,AC Sedan,1,4,4,48,713,784.3,784.3,0,1,1,992.0,none,0,0,1.51,12.27,167.5,4,100.0,heavy_rain,992.0
UTR-001197,RIDE-371393,UTR-FENT-1197,2024-08-24,18:54,18,54,Saturday,5,1,weekend,8,3,monsoon,1,0,36,Wagholi,18.5619,73.9862,far_east,residential,23,Nigdi,18.663,73.7712,north,residential,25.292,39.083,1.545,21.0+,Electric Cab,1,4,1,63,837,920.7,920.7,0,1,1,1164.5,none,0,0,1.05,17.69,132.6,1,25.0,heavy_rain,1164.5
UTR-001198,RIDE-167603,UTR-NWNW-1198,2024-08-22,18:10,18,10,Thursday,3,0,weekday,8,3,monsoon,1,0,14,Balewadi,18.5793,73.778,northwest,residential,47,Mahalunge,18.5774,73.7519,northwest,residential,2.759,3.206,1.162,3.0-4.5,Electric Cab,1,4,3,3,93,102.3,102.3,0,1,0,112.5,corporate,1,15,2.12,10.71,18.0,1,25.0,light_rain,95.5
UTR-001199,RIDE-564971,UTR-ETST-1199,2024-10-08,18:32,18,32,Tuesday,1,0,weekday,10,4,post_monsoon,1,0,38,Mundhwa,18.5277,73.9264,east,residential,46,Dhankawadi,18.4651,73.85,south,residential,10.647,15.938,1.497,15.0-16.5,Hatchback,0,4,9,17,341,375.1,341.0,0,1,0,375.0,none,0,0,1.75,12.5,76.5,2,50.0,cloudy,375.0
UTR-001200,RIDE-988432,UTR-CTCT-1200,2024-06-07,19:22,19,22,Friday,4,0,weekday,6,2,monsoon,1,0,2,Shivajinagar Bus Stand,18.5308,73.8474,central,transit_hub,5,FC Road,18.5225,73.8423,central,commercial,1.068,1.321,1.236,0.0-1.5,Hatchback,0,4,7,2,31,34.1,31.0,0,1,0,34.0,none,0,0,1.51,15.01,5.3,2,50.0,light_rain,34.0
UTR-001201,RIDE-583388,UTR-WTNT-1201,2024-04-13,15:01,15,1,Saturday,5,1,weekend,4,2,summer,0,0,11,Baner,18.559,73.7868,west,it_suburb,20,Pimpri Bus Stand,18.622,73.7991,north,transit_hub,7.124,9.889,1.388,9.0-10.5,Auto Rickshaw,0,3,6,14,217,238.7,217.0,0,0,0,217.0,none,0,0,1.01,18.17,32.7,2,66.7,clear,217.0
UTR-001202,RIDE-701761,UTR-NWNW-1202,2024-12-12,15:00,15,0,Thursday,3,0,weekday,12,4,winter,0,0,19,Rahatani,18.6135,73.7772,northwest,residential,13,Wakad,18.5984,73.7609,northwest,it_suburb,2.402,3.033,1.263,3.0-4.5,Hatchback,0,4,5,5,93,102.3,93.0,0,0,0,93.0,none,0,0,1.17,19.75,9.2,1,25.0,clear,93.0
UTR-001203,RIDE-514186,UTR-CTNT-1203,2024-08-22,21:32,21,32,Thursday,3,0,weekday,8,3,monsoon,0,0,4,Deccan Gymkhana,18.5186,73.8461,central,commercial,21,Chinchwad Station,18.6297,73.7997,north,transit_hub,13.287,18.909,1.423,18.0-19.5,AC Sedan,1,4,8,32,403,443.3,443.3,0,0,1,510.0,none,0,0,1.14,22.2,51.1,4,100.0,drizzle,510.0
UTR-001204,RIDE-816400,UTR-NWWT-1204,2024-03-12,12:10,12,10,Tuesday,1,0,weekday,3,1,summer,0,0,47,Mahalunge,18.5774,73.7519,northwest,residential,48,Sus Village,18.5565,73.7613,west,residential,2.526,3.099,1.227,3.0-4.5,AC Sedan,1,4,4,3,93,102.3,102.3,0,0,0,102.5,corporate,1,15,1.33,15.55,12.0,4,100.0,clear,87.0
UTR-001205,RIDE-281201,UTR-NEWT-1205,2024-10-18,07:32,7,32,Friday,4,0,holiday,10,4,post_monsoon,1,0,28,Vishrantwadi,18.5807,73.8762,northeast,residential,9,Pashan,18.5361,73.8042,west,residential,9.066,12.989,1.433,12.0-13.5,AC SUV,1,6,3,13,279,306.9,306.9,0,1,0,337.5,senior,1,50,1.71,11.85,65.8,4,66.7,cloudy,169.0
UTR-001206,RIDE-296242,UTR-WTNW-1206,2024-01-23,20:13,20,13,Tuesday,1,0,weekday,1,1,winter,1,0,12,Aundh,18.559,73.8078,west,residential,47,Mahalunge,18.5774,73.7519,northwest,residential,6.237,7.572,1.214,7.5-9.0,AC SUV,1,6,6,9,186,204.6,204.6,0,1,0,225.0,none,0,0,2.22,7.88,57.7,3,50.0,clear,225.0
UTR-001207,RIDE-255851,UTR-ETET-1207,2024-02-01,10:15,10,15,Thursday,3,0,weekday,2,1,winter,1,0,32,Kalyani Nagar,18.5479,73.9008,east,premium_zone,40,Hadapsar,18.5061,73.9284,east,industrial,5.484,6.709,1.223,6.0-7.5,Electric Cab,1,4,1,8,155,170.5,170.5,0,1,0,187.5,none,0,0,1.57,11.52,34.9,3,75.0,partly_cloudy,187.5
UTR-001208,RIDE-743937,UTR-ETST-1208,2024-06-30,17:32,17,32,Sunday,6,1,weekend,6,2,monsoon,1,0,35,Kharadi,18.5519,73.9439,east,it_hub,42,Kondhwa,18.4683,73.8772,south,residential,11.657,16.527,1.418,16.5-18.0,Auto Rickshaw,0,3,3,28,372,409.2,372.0,0,1,0,409.0,student,1,50,1.4,13.82,71.8,1,33.3,light_rain,204.5
UTR-001209,RIDE-623125,UTR-NTNW-1209,2024-01-19,09:36,9,36,Friday,4,0,weekday,1,1,winter,1,0,25,Dighi,18.6186,73.8562,north,residential,16,Hinjewadi Phase 2,18.5961,73.721,northwest,it_hub,14.466,18.937,1.309,18.0-19.5,AC Sedan,1,4,6,18,403,443.3,443.3,0,1,0,487.5,none,0,0,2.12,8.35,136.1,2,50.0,foggy,487.5
UTR-001210,RIDE-602300,UTR-ETET-1210,2024-11-22,20:10,20,10,Friday,4,0,weekday,11,4,post_monsoon,1,0,32,Kalyani Nagar,18.5479,73.9008,east,premium_zone,35,Kharadi,18.5519,73.9439,east,it_hub,4.565,5.673,1.243,4.5-6.0,Hatchback,0,4,10,10,124,136.4,124.0,0,1,0,136.5,none,0,0,1.53,15.41,22.1,4,100.0,cloudy,136.5
UTR-001211,RIDE-501620,UTR-CTWT-1211,2024-08-10,16:49,16,49,Saturday,5,1,weekend,8,3,monsoon,0,0,4,Deccan Gymkhana,18.5186,73.8461,central,commercial,6,Kothrud Depot,18.5074,73.8077,west,pickup_point,4.236,5.687,1.342,4.5-6.0,Hatchback,0,4,6,9,124,136.4,124.0,0,0,0,124.0,prime_member,1,10,1.1,18.66,18.3,1,25.0,cloudy,111.5
UTR-001212,RIDE-773870,UTR-ETST-1212,2024-08-04,18:13,18,13,Sunday,6,1,weekend,8,3,monsoon,1,0,37,Magarpatta,18.5122,73.9284,east,it_hub,42,Kondhwa,18.4683,73.8772,south,residential,7.279,10.301,1.415,9.0-10.5,Hatchback,0,4,2,12,217,238.7,217.0,0,1,0,238.5,none,0,0,1.4,16.58,37.3,2,50.0,cloudy,238.5
UTR-001213,RIDE-941134,UTR-NENT-1213,2024-11-02,18:46,18,46,Saturday,5,1,holiday,11,4,post_monsoon,1,0,29,Lohegaon,18.599,73.9107,northeast,residential,21,Chinchwad Station,18.6297,73.7997,north,transit_hub,12.185,15.45,1.268,15.0-16.5,AC SUV,1,6,2,25,341,375.1,375.1,0,1,0,412.5,none,0,0,1.17,15.28,60.7,5,83.3,cloudy,412.5
UTR-001214,RIDE-919898,UTR-NWNW-1214,2024-08-30,08:27,8,27,Friday,4,0,weekday,8,3,monsoon,1,0,14,Balewadi,18.5793,73.778,northwest,residential,13,Wakad,18.5984,73.7609,northwest,it_suburb,2.785,3.514,1.262,3.0-4.5,Sedan,0,4,2,3,93,102.3,93.0,0,1,0,102.5,none,0,0,2.2,8.51,24.8,1,25.0,light_rain,102.5
UTR-001215,RIDE-919394,UTR-NWET-1215,2024-02-28,19:46,19,46,Wednesday,2,0,weekday,2,1,winter,1,0,47,Mahalunge,18.5774,73.7519,northwest,residential,31,Viman Nagar,18.5679,73.9143,east,it_suburb,17.15,25.865,1.508,21.0+,AC Sedan,1,4,8,36,558,613.8,613.8,0,1,0,675.0,none,0,0,2.13,10.56,147.0,3,75.0,cloudy,675.0
UTR-001216,RIDE-693128,UTR-NTNW-1216,2024-05-13,08:32,8,32,Monday,0,0,weekday,5,2,summer,1,0,25,Dighi,18.6186,73.8562,north,residential,14,Balewadi,18.5793,73.778,northwest,residential,9.328,13.207,1.416,12.0-13.5,AC Sedan,1,4,3,14,279,306.9,306.9,0,1,0,337.5,none,0,0,2.08,11.29,70.2,4,100.0,partly_cloudy,337.5
UTR-001217,RIDE-383572,UTR-WTWT-1217,2024-07-02,10:37,10,37,Tuesday,1,0,weekday,7,3,monsoon,1,0,48,Sus Village,18.5565,73.7613,west,residential,9,Pashan,18.5361,73.8042,west,residential,5.06,6.382,1.261,6.0-7.5,AC SUV,1,6,5,9,155,170.5,170.5,0,1,0,187.5,none,0,0,1.48,11.56,33.1,5,83.3,cloudy,187.5
UTR-001218,RIDE-726121,UTR-NWNW-1218,2024-03-05,18:31,18,31,Tuesday,1,0,weekday,3,1,summer,1,0,13,Wakad,18.5984,73.7609,northwest,it_suburb,19,Rahatani,18.6135,73.7772,northwest,residential,2.402,2.908,1.21,1.5-3.0,Hatchback,0,4,4,3,62,68.2,62.0,0,1,0,68.0,corporate,1,15,1.82,9.37,18.6,2,50.0,hot_sunny,58.0
UTR-001219,RIDE-950069,UTR-STST-1219,2024-10-28,06:23,6,23,Monday,0,0,weekday,10,4,post_monsoon,0,0,44,Katraj,18.4519,73.87,south,transit_hub,45,Bibwewadi,18.4844,73.8572,south,residential,3.858,4.497,1.166,3.0-4.5,Hatchback,0,4,5,5,93,102.3,93.0,0,0,0,93.0,corporate,1,15,0.85,20.74,13.0,2,50.0,partly_cloudy,79.0
UTR-001220,RIDE-594596,UTR-CTFN-1220,2024-11-12,08:00,8,0,Tuesday,1,0,weekday,11,4,post_monsoon,1,0,5,FC Road,18.5225,73.8423,central,commercial,26,Dehu Road,18.6823,73.7481,far_north,residential,20.354,33.635,1.652,21.0+,Sedan,0,4,6,33,713,784.3,713.0,0,1,0,784.5,prime_member,1,10,1.55,12.85,157.1,3,75.0,clear,706.0
UTR-001221,RIDE-344068,UTR-NWWT-1221,2024-09-08,11:25,11,25,Sunday,6,1,weekend,9,3,monsoon,0,0,18,Tathawade,18.6139,73.7601,northwest,residential,11,Baner,18.559,73.7868,west,it_suburb,6.722,8.751,1.302,7.5-9.0,AC Sedan,1,4,1,9,186,204.6,204.6,0,0,1,235.5,none,0,0,1.29,18.02,29.1,3,75.0,drizzle,235.5
UTR-001222,RIDE-788772,UTR-WTNW-1222,2024-04-06,19:55,19,55,Saturday,5,1,weekend,4,2,summer,1,0,10,Sus Road,18.5459,73.7713,west,residential,47,Mahalunge,18.5774,73.7519,northwest,residential,4.056,5.503,1.357,4.5-6.0,Auto Rickshaw,0,3,1,6,124,136.4,124.0,0,1,0,136.5,none,0,0,1.34,16.84,19.6,1,33.3,clear,136.5
UTR-001223,RIDE-379473,UTR-WTNT-1223,2024-04-15,13:54,13,54,Monday,0,0,weekday,4,2,summer,0,0,9,Pashan,18.5361,73.8042,west,residential,24,Bhosari,18.6434,73.8467,north,industrial,12.744,19.387,1.521,18.0-19.5,Auto Rickshaw,0,3,7,29,403,443.3,403.0,0,0,0,403.0,disability,1,50,1.16,15.65,74.3,1,33.3,partly_cloudy,201.5
UTR-001224,RIDE-330069,UTR-NWCT-1224,2024-06-10,09:58,9,58,Monday,0,0,weekday,6,2,monsoon,1,0,13,Wakad,18.5984,73.7609,northwest,it_suburb,5,FC Road,18.5225,73.8423,central,commercial,12.036,19.813,1.646,19.5-21.0,AC Sedan,1,4,8,35,434,477.4,477.4,0,1,0,525.0,none,0,0,2.09,9.85,120.7,1,25.0,light_rain,525.0
UTR-001225,RIDE-936124,UTR-ETNE-1225,2024-05-30,17:19,17,19,Thursday,3,0,weekday,5,2,summer,1,0,31,Viman Nagar,18.5679,73.9143,east,it_suburb,29,Lohegaon,18.599,73.9107,northeast,residential,3.479,4.607,1.324,4.5-6.0,Auto Rickshaw,0,3,4,6,124,136.4,124.0,0,1,0,136.5,none,0,0,1.41,14.09,19.6,3,100.0,clear,136.5
UTR-001226,RIDE-979988,UTR-ETCT-1226,2024-03-27,09:48,9,48,Wednesday,2,0,weekday,3,1,summer,1,0,33,Koregaon Park,18.5362,73.8938,east,premium_zone,3,Swargate Bus Terminal,18.5019,73.8611,central,transit_hub,5.141,6.206,1.207,6.0-7.5,Auto Rickshaw,0,3,4,11,155,170.5,155.0,0,1,0,170.5,none,0,0,1.78,11.73,31.7,2,66.7,hot_sunny,170.5
UTR-001227,RIDE-721301,UTR-NWNT-1227,2024-03-13,20:18,20,18,Wednesday,2,0,weekday,3,1,summer,1,0,17,Hinjewadi Phase 3,18.6064,73.7138,northwest,it_hub,23,Nigdi,18.663,73.7712,north,residential,8.729,11.251,1.289,10.5-12.0,Sedan,0,4,11,14,248,272.8,248.0,0,1,0,273.0,none,0,0,2.19,8.44,80.0,2,50.0,hazy,273.0
UTR-001228,RIDE-831514,UTR-ETCT-1228,2024-01-11,21:49,21,49,Thursday,3,0,holiday,1,1,winter,0,0,34,Yerwada,18.5533,73.9008,east,residential,4,Deccan Gymkhana,18.5186,73.8461,central,commercial,6.939,9.042,1.303,9.0-10.5,Hatchback,0,4,1,9,217,238.7,217.0,0,0,0,217.0,none,0,0,0.93,22.8,23.8,3,75.0,partly_cloudy,217.0
UTR-001229,RIDE-129576,UTR-FNCT-1229,2024-11-07,09:20,9,20,Thursday,3,0,weekday,11,4,post_monsoon,1,0,50,Chakan,18.7621,73.8608,far_north,industrial,2,Shivajinagar Bus Stand,18.5308,73.8474,central,transit_hub,25.758,41.984,1.63,21.0+,AC Sedan,1,4,7,70,868,954.8,954.8,0,1,0,1050.5,none,0,0,1.49,16.97,148.4,3,75.0,partly_cloudy,1050.5
UTR-001230,RIDE-690984,UTR-NWNW-1230,2024-11-08,17:51,17,51,Friday,4,0,weekday,11,4,post_monsoon,1,0,13,Wakad,18.5984,73.7609,northwest,it_suburb,14,Balewadi,18.5793,73.778,northwest,residential,2.785,3.483,1.251,3.0-4.5,Electric Cab,1,4,4,6,93,102.3,102.3,0,1,0,112.5,none,0,0,1.95,9.23,22.6,3,75.0,partly_cloudy,112.5
UTR-001231,RIDE-297377,UTR-STET-1231,2024-04-22,21:48,21,48,Monday,0,0,weekday,4,2,summer,0,0,45,Bibwewadi,18.4844,73.8572,south,residential,33,Koregaon Park,18.5362,73.8938,east,premium_zone,6.933,10.015,1.445,9.0-10.5,Sedan,0,4,5,13,217,238.7,217.0,0,0,0,217.0,none,0,0,1.01,20.14,29.8,2,50.0,clear,217.0
UTR-001232,RIDE-284084,UTR-WTNW-1232,2024-11-13,17:09,17,9,Wednesday,2,0,weekday,11,4,post_monsoon,1,0,10,Sus Road,18.5459,73.7713,west,residential,13,Wakad,18.5984,73.7609,northwest,it_suburb,5.94,7.937,1.336,7.5-9.0,AC Sedan,1,4,3,14,186,204.6,204.6,0,1,0,225.0,none,0,0,1.62,13.32,35.8,4,100.0,clear,225.0
UTR-001233,RIDE-158896,UTR-SWST-1233,2024-12-02,16:32,16,32,Monday,0,0,weekday,12,4,winter,0,0,7,Warje,18.4896,73.8089,southwest,residential,44,Katraj,18.4519,73.87,south,transit_hub,7.688,10.572,1.375,10.5-12.0,AC Sedan,1,4,2,16,248,272.8,272.8,0,0,0,273.0,corporate,1,15,1.21,20.56,30.9,4,100.0,clear,232.0
UTR-001234,RIDE-120896,UTR-CTCT-1234,2024-07-13,07:21,7,21,Saturday,5,1,weekend,7,3,monsoon,1,0,5,FC Road,18.5225,73.8423,central,commercial,3,Swargate Bus Terminal,18.5019,73.8611,central,transit_hub,3.029,3.733,1.232,3.0-4.5,Sedan,0,4,10,4,93,102.3,93.0,0,1,0,102.5,none,0,0,0.76,32.86,6.8,2,50.0,clear,102.5
UTR-001235,RIDE-743966,UTR-WTNT-1235,2024-01-09,09:57,9,57,Tuesday,1,0,weekday,1,1,winter,1,0,10,Sus Road,18.5459,73.7713,west,residential,20,Pimpri Bus Stand,18.622,73.7991,north,transit_hub,8.955,12.784,1.428,12.0-13.5,Hatchback,0,4,1,19,279,306.9,279.0,0,1,0,307.0,corporate,1,15,1.83,11.4,67.3,4,100.0,clear,261.0
UTR-001236,RIDE-457311,UTR-NWWT-1236,2024-07-12,14:25,14,25,Friday,4,0,weekday,7,3,monsoon,0,0,16,Hinjewadi Phase 2,18.5961,73.721,northwest,it_hub,12,Aundh,18.559,73.8078,west,residential,10.036,12.648,1.26,12.0-13.5,Electric Cab,1,4,2,22,279,306.9,306.9,0,0,1,353.0,none,0,0,1.32,13.51,56.2,2,50.0,heavy_rain,353.0
UTR-001237,RIDE-985296,UTR-WTWT-1237,2024-04-17,07:25,7,25,Wednesday,2,0,weekday,4,2,summer,1,0,9,Pashan,18.5361,73.8042,west,residential,6,Kothrud Depot,18.5074,73.8077,west,pickup_point,3.213,3.803,1.184,3.0-4.5,Electric Cab,1,4,4,4,93,102.3,102.3,0,1,0,112.5,none,0,0,1.63,15.86,14.4,2,50.0,hot_sunny,112.5
UTR-001238,RIDE-254887,UTR-CTET-1238,2024-10-05,17:15,17,15,Saturday,5,1,weekend,10,4,post_monsoon,1,0,39,Camp Area,18.5167,73.8808,central,commercial,32,Kalyani Nagar,18.5479,73.9008,east,premium_zone,4.06,5.326,1.312,4.5-6.0,Auto Rickshaw,0,3,8,5,124,136.4,124.0,0,1,0,136.5,prime_member,1,10,1.06,22.17,14.4,2,66.7,clear,123.0
UTR-001239,RIDE-911982,UTR-FXCT-1239,2024-12-04,17:06,17,6,Wednesday,2,0,weekday,12,4,winter,1,0,49,Talegaon Dabhade,18.7273,73.6739,far_northwest,town,2,Shivajinagar Bus Stand,18.5308,73.8474,central,transit_hub,28.489,47.393,1.664,21.0+,Electric Cab,1,4,1,78,992,1091.2,1091.2,0,1,0,1200.5,disability,1,50,1.9,12.33,230.6,2,50.0,clear,600.0
UTR-001240,RIDE-482614,UTR-STST-1240,2024-12-24,11:08,11,8,Tuesday,1,0,weekday,12,4,winter,0,0,42,Kondhwa,18.4683,73.8772,south,residential,46,Dhankawadi,18.4651,73.85,south,residential,2.891,3.499,1.21,3.0-4.5,Auto Rickshaw,0,3,5,5,93,102.3,93.0,0,0,0,93.0,none,0,0,1.27,13.99,15.0,1,33.3,clear,93.0
UTR-001241,RIDE-794303,UTR-FNFE-1241,2024-07-13,07:59,7,59,Saturday,5,1,holiday,7,3,monsoon,1,0,26,Dehu Road,18.6823,73.7481,far_north,residential,36,Wagholi,18.5619,73.9862,far_east,residential,28.438,39.839,1.401,21.0+,Sedan,0,4,9,63,837,920.7,837.0,0,1,1,1059.0,none,0,0,0.82,29.57,80.8,1,25.0,heavy_rain,1059.0
UTR-001242,RIDE-452909,UTR-NTCT-1242,2024-08-02,18:46,18,46,Friday,4,0,weekday,8,3,monsoon,1,0,21,Chinchwad Station,18.6297,73.7997,north,transit_hub,4,Deccan Gymkhana,18.5186,73.8461,central,commercial,13.287,19.246,1.449,18.0-19.5,Hatchback,0,4,8,32,403,443.3,403.0,0,1,0,443.5,none,0,0,1.45,13.49,85.6,4,100.0,light_rain,443.5
UTR-001243,RIDE-438273,UTR-NENW-1243,2024-10-30,18:35,18,35,Wednesday,2,0,weekday,10,4,post_monsoon,1,0,28,Vishrantwadi,18.5807,73.8762,northeast,residential,16,Hinjewadi Phase 2,18.5961,73.721,northwest,it_hub,16.447,25.626,1.558,21.0+,Electric Cab,1,4,3,28,558,613.8,613.8,0,1,0,675.0,student,1,50,1.74,12.26,125.4,3,75.0,clear,337.5
UTR-001244,RIDE-867926,UTR-NWNE-1244,2024-08-02,11:04,11,4,Friday,4,0,weekday,8,3,monsoon,0,0,18,Tathawade,18.6139,73.7601,northwest,residential,28,Vishrantwadi,18.5807,73.8762,northeast,residential,12.78,18.252,1.428,18.0-19.5,Electric Cab,1,4,1,19,403,443.3,443.3,0,0,0,443.5,none,0,0,1.16,19.3,56.7,2,50.0,cloudy,443.5
UTR-001245,RIDE-610866,UTR-WTFE-1245,2024-01-04,10:20,10,20,Thursday,3,0,weekday,1,1,winter,1,0,6,Kothrud Depot,18.5074,73.8077,west,pickup_point,36,Wagholi,18.5619,73.9862,far_east,residential,19.77,31.612,1.599,21.0+,AC Sedan,1,4,6,31,682,750.2,750.2,0,1,0,825.0,none,0,0,1.77,13.54,140.1,4,100.0,foggy,825.0
UTR-001246,RIDE-689275,UTR-WTET-1246,2024-02-04,10:53,10,53,Sunday,6,1,weekend,2,1,winter,1,0,48,Sus Village,18.5565,73.7613,west,residential,40,Hadapsar,18.5061,73.9284,east,industrial,18.487,30.453,1.647,21.0+,AC Sedan,1,4,1,34,651,716.1,716.1,0,1,0,787.5,none,0,0,1.31,13.45,135.8,3,75.0,clear,787.5
UTR-001247,RIDE-743520,UTR-NWNW-1247,2024-09-23,19:15,19,15,Monday,0,0,weekday,9,3,monsoon,1,0,14,Balewadi,18.5793,73.778,northwest,residential,17,Hinjewadi Phase 3,18.6064,73.7138,northwest,it_hub,7.407,8.944,1.207,7.5-9.0,AC SUV,1,6,6,8,186,204.6,204.6,0,1,0,225.0,none,0,0,1.65,14.45,37.1,6,100.0,cloudy,225.0
UTR-001248,RIDE-717558,UTR-CTET-1248,2024-10-01,14:25,14,25,Tuesday,1,0,weekday,10,4,post_monsoon,0,0,2,Shivajinagar Bus Stand,18.5308,73.8474,central,transit_hub,35,Kharadi,18.5519,73.9439,east,it_hub,10.44,12.75,1.221,12.0-13.5,Hatchback,0,4,4,13,279,306.9,279.0,0,0,0,279.0,none,0,0,1.18,20.43,37.4,3,75.0,clear,279.0
UTR-001249,RIDE-869649,UTR-WTET-1249,2024-08-23,12:07,12,7,Friday,4,0,holiday,8,3,monsoon,0,0,12,Aundh,18.559,73.8078,west,residential,37,Magarpatta,18.5122,73.9284,east,it_hub,13.738,20.855,1.518,19.5-21.0,Auto Rickshaw,0,3,4,19,434,477.4,434.0,0,0,1,499.0,none,0,0,1.23,20.6,60.7,1,33.3,heavy_rain,499.0
UTR-001250,RIDE-864234,UTR-NWNE-1250,2024-12-13,17:05,17,5,Friday,4,0,weekday,12,4,winter,1,0,13,Wakad,18.5984,73.7609,northwest,it_suburb,28,Vishrantwadi,18.5807,73.8762,northeast,residential,12.31,19.05,1.548,18.0-19.5,AC Sedan,1,4,4,23,403,443.3,443.3,0,1,0,487.5,none,0,0,2.26,10.96,104.3,3,75.0,partly_cloudy,487.5
UTR-001251,RIDE-700660,UTR-NTNE-1251,2024-12-01,17:36,17,36,Sunday,6,1,weekend,12,4,winter,1,0,20,Pimpri Bus Stand,18.622,73.7991,north,transit_hub,27,Alandi Road,18.6008,73.8652,northeast,residential,7.354,10.285,1.399,9.0-10.5,Hatchback,0,4,8,10,217,238.7,217.0,0,1,0,238.5,none,0,0,1.29,20.06,30.8,1,25.0,partly_cloudy,238.5
UTR-001252,RIDE-908274,UTR-NEET-1252,2024-01-12,11:57,11,57,Friday,4,0,weekday,1,1,winter,0,0,28,Vishrantwadi,18.5807,73.8762,northeast,residential,33,Koregaon Park,18.5362,73.8938,east,premium_zone,5.285,6.802,1.287,6.0-7.5,Auto Rickshaw,0,3,7,8,155,170.5,155.0,0,0,0,155.0,none,0,0,1.26,14.48,28.2,2,66.7,foggy,155.0
UTR-001253,RIDE-433674,UTR-WTCT-1253,2024-10-03,10:27,10,27,Thursday,3,0,weekday,10,4,post_monsoon,1,0,9,Pashan,18.5361,73.8042,west,residential,39,Camp Area,18.5167,73.8808,central,commercial,8.359,10.95,1.31,10.5-12.0,Electric Cab,1,4,2,14,248,272.8,272.8,0,1,0,300.0,none,0,0,1.56,16.22,40.5,1,25.0,partly_cloudy,300.0
UTR-001254,RIDE-209167,UTR-CTWT-1254,2024-08-16,11:11,11,11,Friday,4,0,weekday,8,3,monsoon,0,0,1,Pune Railway Station,18.528,73.8742,central,transit_hub,6,Kothrud Depot,18.5074,73.8077,west,pickup_point,7.376,10.423,1.413,9.0-10.5,Sedan,0,4,3,11,217,238.7,217.0,0,0,1,249.5,none,0,0,1.16,20.08,31.1,2,50.0,heavy_rain,249.5
UTR-001255,RIDE-881549,UTR-NENT-1255,2024-04-26,15:55,15,55,Friday,4,0,weekday,4,2,summer,0,0,30,Dhanori,18.5868,73.9034,northeast,residential,24,Bhosari,18.6434,73.8467,north,industrial,8.678,11.624,1.339,10.5-12.0,Hatchback,0,4,3,12,248,272.8,248.0,0,0,0,248.0,none,0,0,1.21,16.38,42.6,4,100.0,hot_sunny,248.0
UTR-001256,RIDE-435039,UTR-CTWT-1256,2024-12-14,07:06,7,6,Saturday,5,1,weekend,12,4,winter,1,0,3,Swargate Bus Terminal,18.5019,73.8611,central,transit_hub,6,Kothrud Depot,18.5074,73.8077,west,pickup_point,5.664,7.704,1.36,7.5-9.0,Sedan,0,4,11,9,186,204.6,186.0,0,1,0,204.5,none,0,0,0.83,27.63,16.7,1,25.0,clear,204.5
UTR-001257,RIDE-767090,UTR-NTWT-1257,2024-05-27,14:59,14,59,Monday,0,0,weekday,5,2,summer,0,0,21,Chinchwad Station,18.6297,73.7997,north,transit_hub,48,Sus Village,18.5565,73.7613,west,residential,9.09,13.054,1.436,12.0-13.5,Hatchback,0,4,8,16,279,306.9,279.0,0,0,0,279.0,senior,1,50,1.19,18.23,43.0,2,50.0,hot_sunny,139.5
UTR-001258,RIDE-802571,UTR-ETET-1258,2024-05-23,13:46,13,46,Thursday,3,0,weekday,5,2,summer,0,0,34,Yerwada,18.5533,73.9008,east,residential,40,Hadapsar,18.5061,73.9284,east,industrial,6.001,7.0,1.166,6.0-7.5,Sedan,0,4,1,8,155,170.5,155.0,0,0,0,155.0,none,0,0,1.21,19.41,21.6,1,25.0,hazy,155.0
UTR-001259,RIDE-378095,UTR-CTWT-1259,2024-05-08,18:40,18,40,Wednesday,2,0,weekday,5,2,summer,1,0,5,FC Road,18.5225,73.8423,central,commercial,48,Sus Village,18.5565,73.7613,west,residential,9.339,11.804,1.264,10.5-12.0,AC Sedan,1,4,2,12,248,272.8,272.8,0,1,0,300.0,none,0,0,1.45,14.98,47.3,3,75.0,hot_sunny,300.0
